Mahamoti Djinn
March of the Machines
March of the Machines
Merfolk Looter
Mind Bend
Mind Bend
Peek
Persuasion
Persuasion
Phantom Warrior
Plagiarize
Puppeteer
Reminisce
Remove Soul
Robe of Mirrors
Robe of Mirrors
Rootwater Commando
Rootwater Commando
Rootwater Matriarch
Sage Owl
Sage Owl
Scalpelexis
Scalpelexis
Sea Monster
Shimmering Wings
Shimmering Wings
Sift
Sky Weaver
Sky Weaver
Snapping Drake
Snapping Drake
Spiketail Hatchling
Spiketail Hatchling
Sunken Hope
Telepathy
Telling Time
Thieving Magpie
Thieving Magpie
Tidings
Time Stop
Time Stop
Time Stretch
Traumatize
Twincast
Twitch
Unsummon
Vedalken Mastermind
Wall of Air
Wall of Air
Afflict
Agonizing Memories
Ascendant Evincar
Ascendant Evincar
Assassinate
Beacon of Unrest
Bog Wraith
Bog Wraith
Consume Spirit
Contaminated Bond
Contaminated Bond
Cruel Edict
Deathmark
Diabolic Tutor
Distress
Doomed Necromancer
Dross Crocodile
Drudge Skeletons
Drudge Skeletons
Dusk Imp
Dusk Imp
Essence Drain
Fear
Fear
Festering Goblin
Grave Pact
Graveborn Muse
Gravedigger
Hate Weaver
Head Games
Hidden Horror
Highway Robber
Hypnotic Specter
Hypnotic Specter
Knight of Dusk
Looming Shade
Lord of the Pit
Lord of the Pit
Lord of the Undead
Mass of Ghouls
Megrim
Midnight Ritual
Mind Rot
Mortal Combat
Mortivore
Mortivore
Nantuko Husk
Nekrataal
Nekrataal
Nightmare
Nightmare
No Rest for the Wicked
Phage the Untouchable
Phyrexian Rager
Plague Beetle
Plague Beetle
Plague Wind
Rain of Tears
Ravenous Rats
Recover
Relentless Rats
Royal Assassin
Scathe Zombies
Sengir Vampire
Sengir Vampire
Severed Legion
Severed Legion
Sleeper Agent
Soul Feast
Spineless Thug
Stronghold Discipline
Terror
Thrull Surgeon
Underworld Dreams
Unholy Strength
Unholy Strength
Vampire Bats
Vampire Bats
Anaba Bodyguard
Anaba Bodyguard
Arcane Teachings
Arcane Teachings
Beacon of Destruction
Blaze
Bloodfire Colossus
Bloodrock Cyclops
Bogardan Firefiend
Cone of Flame
Cryoclasm
Demolish
Dragon Roost
Dragon Roost
Duct Crawler
Earth Elemental
Firebreathing
Firebreathing
Fists of the Anvil
Flamewave Invoker
Flowstone Slide
Furnace of Rath
Furnace Whelp
Furnace Whelp
Goblin Elite Infantry
Goblin King
Goblin King
Goblin Lore
Goblin Piker
Goblin Sky Raider
Goblin Sky Raider
Guerrilla Tactics
Hill Giant
Incinerate
Kamahl, Pit Fighter
Kamahl, Pit Fighter
Lava Axe
Lavaborn Muse
Lightning Elemental
Lightning Elemental
Manabarbs
Mogg Fanatic
Orcish Artillery
Prodigal Pyromancer
Pyroclasm
Rage Weaver
Rage Weaver
Raging Goblin
Raging Goblin
Relentless Assault
Rock Badger
Rock Badger
Scoria Wurm
Seismic Assault
Shatterstorm
Shivan Dragon
Shivan Dragon
Shivan Hellkite
Shivan Hellkite
Shock
Shunt
Siege-Gang Commander
Smash
Soulblast
Spark Elemental
Spark Elemental
Spitting Earth
Squee, Goblin Nabob
Stun
Sudden Impact
Threaten
Threaten
Thundering Giant
Thundering Giant
Uncontrollable Anger
Uncontrollable Anger
Viashino Runner
Viashino Sandscout
Viashino Sandscout
Wall of Fire
Wall of Fire
Warp World
Abundance
Aggressive Urge
Avatar of Might
Avatar of Might
Birds of Paradise
Birds of Paradise
Blanchwood Armor
Blanchwood Armor
Canopy Spider
Canopy Spider
Civic Wayfinder
Commune with Nature
Craw Wurm
Creeping Mold
Elven Riders
Elvish Berserker
Elvish Champion
Elvish Champion
Elvish Piper
Enormous Baloth
Femeref Archers
Gaea's Herald
Giant Growth
Giant Spider
Giant Spider
Grizzly Bears
Hunted Wumpus
Hurricane
Joiner Adept
Karplusan Strider
Kavu Climber
Llanowar Elves
Llanowar Sentinel
Lure
Lure
Might of Oaks
Might Weaver
Might Weaver
Mirri, Cat Warrior
Mirri, Cat Warrior
Molimo, Maro-Sorcerer
Molimo, Maro-Sorcerer
Natural Spring
Naturalize
Overgrowth
Overgrowth
Overrun
Overrun
Pincher Beetles
Pincher Beetles
Primal Rage
Primal Rage
Quirion Dryad
Rampant Growth
Recollect
Regeneration
Regeneration
Rhox
Rhox
Root Maze
Rootwalla
Rushwood Dryad
Rushwood Dryad
Scion of the Wild
Seedborn Muse
Skyshroud Ranger
Spined Wurm
Stalking Tiger
Stampeding Wildebeests
Stampeding Wildebeests
Sylvan Basilisk
Sylvan Scrying
Tangle Spider
Tangle Spider
Treetop Bracers
Treetop Bracers
Troll Ascetic
Troll Ascetic
Upwelling
Upwelling
Verdant Force
Viridian Shaman
Wall of Wood
Wall of Wood
Yavimaya Enchantress
Angel's Feather
Bottle Gnomes
Chimeric Staff
Chromatic Star
Citanul Flute
Coat of Arms
Coat of Arms
Colossus of Sardia
Colossus of Sardia
Composite Golem
Crucible of Worlds
Demon's Horn
Doubling Cube
Dragon's Claw
Fountain of Youth
The Hive
The Hive
Howling Mine
Icy Manipulator
Jayemdae Tome
Juggernaut
Kraken's Eye
Legacy Weapon
Leonin Scimitar
Leonin Scimitar
Loxodon Warhammer
Loxodon Warhammer
Mantis Engine
Mantis Engine
Millstone
Mind Stone
Ornithopter
Ornithopter
Phyrexian Vault
Pithing Needle
Platinum Angel
Platinum Angel
Razormane Masticore
Razormane Masticore
Rod of Ruin
Sculpting Steel
Spellbook
Steel Golem
Whispersilk Cloak
Whispersilk Cloak
Wurm's Tooth
Adarkar Wastes
Battlefield Forge
Brushland
Caves of Koilos
Faerie Conclave
Faerie Conclave
Forbidding Watchtower
Ghitu Encampment
Ghitu Encampment
Karplusan Forest
Llanowar Wastes
Quicksand
Shivan Reef
Spawning Pool
Spawning Pool
Sulfurous Springs
Terramorphic Expanse
Treetop Village
Treetop Village
Underground River
Yavimaya Coast
Plains
Plains
Plains
Plains
Island
Island
Island
Island
Swamp
Swamp
Swamp
Swamp
Mountain
Mountain
Mountain
Mountain
Forest
Forest
Forest
Forest
Animate Wall
Armageddon
Balance
Benalish Hero
Black Ward
Blaze of Glory
Blessing
Blue Ward
Castle
Circle of Protection: Black
Circle of Protection: Blue
Circle of Protection: Green
Circle of Protection: Red
Circle of Protection: White
Consecrate Land
Conversion
Crusade
Death Ward
Disenchant
Farmstead
Green Ward
Guardian Angel
Healing Salve
Holy Armor
Holy Strength
Island Sanctuary
Karma
Lance
Mesa Pegasus
Northern Paladin
Pearled Unicorn
Personal Incarnation
Purelace
Red Ward
Resurrection
Reverse Damage
Righteousness
Samite Healer
Savannah Lions
Serra Angel
Swords to Plowshares
Veteran Bodyguard
Wall of Swords
White Knight
White Ward
Wrath of God
Air Elemental
Ancestral Recall
Animate Artifact
Blue Elemental Blast
Braingeyser
Clone
Control Magic
Copy Artifact
Counterspell
Creature Bond
Drain Power
Feedback
Flight
Invisibility
Jump
Lifetap
Lord of Atlantis
Magical Hack
Mahamoti Djinn
Mana Short
Merfolk of the Pearl Trident
Phantasmal Forces
Phantasmal Terrain
Phantom Monster
Pirate Ship
Power Leak
Power Sink
Prodigal Sorcerer
Psionic Blast
Psychic Venom
Sea Serpent
Siren's Call
Sleight of Mind
Spell Blast
Stasis
Steal Artifact
Thoughtlace
Time Walk
Timetwister
Twiddle
Unsummon
Vesuvan Doppelganger
Volcanic Eruption
Wall of Air
Wall of Water
Water Elemental
Animate Dead
Bad Moon
Black Knight
Bog Wraith
Contract from Below
Cursed Land
Dark Ritual
Darkpact
Deathgrip
Deathlace
Demonic Attorney
Demonic Hordes
Demonic Tutor
Drain Life
Drudge Skeletons
Evil Presence
Fear
Frozen Shade
Gloom
Howl from Beyond
Hypnotic Specter
Lich
Lord of the Pit
Mind Twist
Nether Shadow
Nettling Imp
Nightmare
Paralyze
Pestilence
Plague Rats
Raise Dead
Royal Assassin
Sacrifice
Scathe Zombies
Scavenging Ghoul
Sengir Vampire
Simulacrum
Sinkhole
Terror
Unholy Strength
Wall of Bone
Warp Artifact
Weakness
Will-o'-the-Wisp
Word of Command
Zombie Master
Burrowing
Chaoslace
Disintegrate
Dragon Whelp
Dwarven Demolition Team
Dwarven Warriors
Earth Elemental
Earthbind
Earthquake
False Orders
Fire Elemental
Fireball
Firebreathing
Flashfires
Fork
Goblin Balloon Brigade
Goblin King
Granite Gargoyle
Gray Ogre
Hill Giant
Hurloon Minotaur
Ironclaw Orcs
Keldon Warlord
Lightning Bolt
Mana Flare
Manabarbs
Mons's Goblin Raiders
Orcish Artillery
Orcish Oriflamme
Power Surge
Raging River
Red Elemental Blast
Roc of Kher Ridges
Rock Hydra
Sedge Troll
Shatter
Shivan Dragon
Smoke
Stone Giant
Stone Rain
Tunnel
Two-Headed Giant of Foriys
Uthden Troll
Wall of Fire
Wall of Stone
Wheel of Fortune
Aspect of Wolf
Berserk
Birds of Paradise
Camouflage
Channel
Cockatrice
Craw Wurm
Elvish Archers
Fastbond
Fog
Force of Nature
Fungusaur
Gaea's Liege
Giant Growth
Giant Spider
Grizzly Bears
Hurricane
Ice Storm
Instill Energy
Ironroot Treefolk
Kudzu
Ley Druid
Lifeforce
Lifelace
Living Artifact
Living Lands
Llanowar Elves
Lure
Natural Selection
Regeneration
Regrowth
Scryb Sprites
Shanodin Dryads
Stream of Life
Thicket Basilisk
Timber Wolves
Tranquility
Tsunami
Verduran Enchantress
Wall of Brambles
Wall of Ice
Wall of Wood
Wanderlust
War Mammoth
Web
Wild Growth
Ankh of Mishra
Basalt Monolith
Black Lotus
Black Vise
Celestial Prism
Chaos Orb
Clockwork Beast
Conservator
Copper Tablet
Crystal Rod
Cyclopean Tomb
Dingus Egg
Disrupting Scepter
Forcefield
Gauntlet of Might
Glasses of Urza
Helm of Chatzuk
Howling Mine
Icy Manipulator
Illusionary Mask
Iron Star
Ivory Cup
Jade Monolith
Jade Statue
Jayemdae Tome
Juggernaut
Kormus Bell
Library of Leng
Living Wall
Mana Vault
Meekstone
Mox Emerald
Mox Jet
Mox Pearl
Mox Ruby
Mox Sapphire
Nevinyrral's Disk
Obsianus Golem
Rod of Ruin
Sol Ring
Soul Net
Sunglasses of Urza
The Hive
Throne of Bone
Time Vault
Winter Orb
Wooden Sphere
Badlands
Bayou
Plateau
Savannah
Scrubland
Taiga
Tropical Island
Tundra
Underground Sea
Volcanic Island
Plains
Plains
Plains
Island
Island
Island
Swamp
Swamp
Swamp
Mountain
Mountain
Mountain
Forest
Forest
Forest
Karn Liberated
Alabaster Mage
Ancestral Blade
Angel of the Dawn
Archangel of Thune
Auriok Salvagers
Austere Command
Avacyn, Angel of Hope
Blade Splicer
Boon Reflection
Council's Judgment
Crib Swap
Crusader of Odric
Ethersworn Canonist
Fencing Ace
Flickerwisp
Fortify
Glint-Sleeve Artisan
Kemba, Kha Regent
Land Tax
Leonin Abunas
Master Splicer
Myrsmith
Open the Vaults
Path to Exile
Puresteel Paladin
Remember the Fallen
Revoke Existence
Sanctum Gargoyle
Sanctum Spirit
Stoneforge Mystic
Stonehewer Giant
Strength of Arms
Tempered Steel
Thraben Inspector
Topple the Statue
Valor in Akros
Valorous Stance
Wrath of God
Apprentice Wizard
Arcum Dagsson
Argivian Restoration
Braids, Conjurer Adept
Brainstorm
Cloudreader Sphinx
Corridor Monitor
Cyclonic Rift
Deepglow Skate
Esperzoa
Faerie Mechanist
Force of Will
Frogify
Grand Architect
Hinder
Inkwell Leviathan
Jace, the Mind Sculptor
Master of Etherium
Master Transmuter
Metallic Rebuke
Parasitic Strix
Phyrexian Metamorph
Pongify
Relic Runner
Reshape
Riddlesmith
Rush of Knowledge
Sentinel of the Pearl Trident
Serra Sphinx
Sift
Steel Sabotage
Thirst for Knowledge
Thought Reflection
Treasure Mage
Vedalken Infuser
Well of Ideas
Ad Nauseam
Beacon of Unrest
Bone Picker
Cast Down
Costly Plunder
Dark Confidant
Death's Shadow
Defiant Salvager
Dire Fleet Hoarder
Disciple of Bolas
Disciple of the Vault
Divest
Doomed Necromancer
Dread Return
Driver of the Dead
Drown in Sorrow
Executioner's Capsule
Fatal Push
Geth, Lord of the Vault
Glaze Fiend
Heartless Pillage
Magus of the Abyss
Magus of the Will
Morkrut Banshee
Oubliette
Ovalchase Daredevil
Painsmith
Ravenous Trap
Salvage Titan
Silumgar Scavenger
Skirsdag High Priest
Skithiryx, the Blight Dragon
Supernatural Stamina
Thoughtseize
Toxic Deluge
Twisted Abomination
Vampire Hexmage
Wound Reflection
Abrade
Balduvian Rage
Battle-Rattle Shaman
Blasphemous Act
Blood Moon
Bloodshot Trainee
Brimstone Volley
Cathartic Reunion
Cragganwick Cremator
Dismantle
Dualcaster Mage
Galvanic Blast
Goblin Gaveleer
Goblin Guide
Godo, Bandit Warlord
Grim Lavamancer
Heat Shimmer
Imperial Recruiter
Ion Storm
Kazuul's Toll Collector
Kuldotha Flamefiend
Lightning Axe
Mana Echoes
Orcish Vandal
Pyrewild Shaman
Rage Reflection
Rapacious Dragon
Ravenous Intruder
Rolling Earthquake
Salivating Gremlins
Skinbrand Goblin
Sneak Attack
Temur Battle Rage
Thopter Engineer
Trash for Treasure
Tuktuk the Explorer
Weapon Surge
Ancient Stirrings
Avenger of Zendikar
Awakening Zone
Bloodbriar
Bloodspore Thrinax
Champion of Lambholt
Chatter of the Squirrel
Chord of Calling
Clear Shot
Conclave Naturalists
Crop Rotation
Crushing Vines
Death-Hood Cobra
Doubling Season
Elvish Aberration
Enlarge
Exploration
Fierce Empath
Gelatinous Genesis
Greater Good
Heartbeat of Spring
Invigorate
Kozilek's Predator
Liege of the Tangle
Mana Reflection
Might of the Masses
Noble Hierarch
Reclamation Sage
Shamanic Revelation
Skullmulcher
Sylvan Might
Terastodon
Thragtusk
Ulvenwald Mysteries
Vengevine
Veteran Explorer
Whisperer of the Wilds
Woodland Champion
Arixmethes, Slumbering Isle
Atraxa, Praetors' Voice
Baleful Strix
Breya, Etherium Shaper
Brudiclad, Telchor Engineer
Deathreap Ritual
Falkenrath Aristocrat
Fulminator Mage
Geist of Saint Traft
Ghor-Clan Rampager
Glassdust Hulk
Hanna, Ship's Navigator
Hidden Stockpile
Izzet Charm
Jhoira, Weatherlight Captain
Kaalia of the Vast
Karrthus, Tyrant of Jund
Maelstrom Nexus
Maelstrom Pulse
Manamorphose
Mazirek, Kraul Death Priest
Meddling Mage
Merciless Eviction
Progenitor Mimic
Rhys the Redeemed
Riku of Two Reflections
Savageborn Hydra
The Scarab God
Selesnya Guildmage
Sen Triplets
Sharuum the Hegemon
Sphinx Summoner
Swiftblade Vindicator
Thopter Foundry
Time Sieve
Unlicensed Disintegration
Vexing Shusher
Vish Kal, Blood Arbiter
Voice of Resurgence
Weapons Trainer
Yavimaya's Embrace
Accomplished Automaton
Adaptive Automaton
Basalt Monolith
Basilisk Collar
Batterskull
Blightsteel Colossus
Bosh, Iron Golem
Cathodion
Chief of the Foundry
Chromatic Star
Chrome Mox
Clone Shell
Cogwork Assembler
Conjurer's Closet
Coretapper
Cranial Plating
Culling Dais
Darksteel Axe
Darksteel Forge
Duplicant
Eager Construct
Endless Atlas
Engineered Explosives
Ensnaring Bridge
Everflowing Chalice
Expedition Map
Flayer Husk
Gleaming Barrier
Golem Artisan
Golem-Skin Gauntlets
Hammer of Nazahn
Ichor Wellspring
Iron Bully
Iron League Steed
Isochron Scepter
Jhoira's Familiar
Kuldotha Forgemaster
Lightning Greaves
Lux Cannon
Magnifying Glass
Mana Crypt
Masterwork of Ingenuity
Mesmeric Orb
Metalspinner's Puzzleknot
Mishra's Bauble
Mox Opal
Myr Battlesphere
Myr Retriever
O-Naginata
Oblivion Stone
Peace Strider
Pentad Prism
Phyrexian Revoker
Pyrite Spellbomb
Ratchet Bomb
Sandstone Oracle
Sculpting Steel
Sickleslicer
Skinwing
Spellskite
Sphinx of the Guildpact
Springleaf Drum
Sundering Titan
Sunforger
Surge Node
Sword of Body and Mind
Sword of Feast and Famine
Sword of Fire and Ice
Sword of Light and Shadow
Sword of the Meek
Sword of War and Peace
Throne of Geth
Treasure Keeper
Trinisphere
Tumble Magnet
Vulshok Gauntlets
Walking Ballista
Welding Jar
Wurmcoil Engine
Academy Ruins
Ash Barrens
Blinkmoth Nexus
Buried Ruin
Cascade Bluffs
Dark Depths
Darksteel Citadel
Fetid Heath
Fire-Lit Thicket
Flooded Grove
Glimmervoid
Graven Cairns
High Market
Maze of Ith
Mishra's Factory
Mystic Gate
Rugged Prairie
Sunken Ruins
Thespian's Stage
Twilight Mire
Urza's Mine
Urza's Power Plant
Urza's Tower
Wooded Bastion
Karn Liberated
Jace, the Mind Sculptor
Avacyn, Angel of Hope
Council's Judgment
Stoneforge Mystic
Brainstorm
Cyclonic Rift
Force of Will
Phyrexian Metamorph
Dark Confidant
Fatal Push
Thoughtseize
Toxic Deluge
Blood Moon
Goblin Guide
Sneak Attack
Crop Rotation
Doubling Season
Exploration
Noble Hierarch
Atraxa, Praetors' Voice
Kaalia of the Vast
Meddling Mage
Batterskull
Blightsteel Colossus
Chrome Mox
Expedition Map
Lightning Greaves
Mana Crypt
Mox Opal
Sword of Body and Mind
Sword of Feast and Famine
Sword of Fire and Ice
Sword of Light and Shadow
Sword of War and Peace
Wurmcoil Engine
Academy Ruins
Urza's Mine
Urza's Power Plant
Urza's Tower
Plains
Plains
Island
Island
Swamp
Swamp
Mountain
Mountain
Forest
Forest
Wrath of God
Chord of Calling
Animate Wall
Armageddon
Balance
Benalish Hero
Black Ward
Blessing
Blue Ward
Castle
Circle of Protection: Black
Circle of Protection: Blue
Circle of Protection: Green
Circle of Protection: Red
Circle of Protection: White
Conversion
Crusade
Death Ward
Disenchant
Eye for an Eye
Farmstead
Green Ward
Guardian Angel
Healing Salve
Holy Armor
Holy Strength
Island Sanctuary
Karma
Lance
Mesa Pegasus
Northern Paladin
Pearled Unicorn
Personal Incarnation
Purelace
Red Ward
Resurrection
Reverse Damage
Reverse Polarity
Righteousness
Samite Healer
Savannah Lions
Serra Angel
Swords to Plowshares
Veteran Bodyguard
Wall of Swords
White Knight
White Ward
Wrath of God
Air Elemental
Animate Artifact
Blue Elemental Blast
Braingeyser
Clone
Control Magic
Copy Artifact
Counterspell
Creature Bond
Drain Power
Energy Flux
Feedback
Flight
Hurkyl's Recall
Island Fish Jasconius
Jump
Lifetap
Lord of Atlantis
Magical Hack
Mahamoti Djinn
Mana Short
Merfolk of the Pearl Trident
Phantasmal Forces
Phantasmal Terrain
Phantom Monster
Pirate Ship
Power Leak
Power Sink
Prodigal Sorcerer
Psychic Venom
Reconstruction
Sea Serpent
Serendib Efreet
Siren's Call
Sleight of Mind
Spell Blast
Stasis
Steal Artifact
Thoughtlace
Unstable Mutation
Unsummon
Vesuvan Doppelganger
Volcanic Eruption
Wall of Air
Wall of Water
Water Elemental
Animate Dead
Bad Moon
Black Knight
Bog Wraith
Contract from Below
Cursed Land
Dark Ritual
Darkpact
Deathgrip
Deathlace
Demonic Attorney
Demonic Hordes
Demonic Tutor
Drain Life
Drudge Skeletons
El-Hajjâj
Erg Raiders
Evil Presence
Fear
Frozen Shade
Gloom
Howl from Beyond
Hypnotic Specter
Lord of the Pit
Mind Twist
Nether Shadow
Nettling Imp
Nightmare
Paralyze
Pestilence
Plague Rats
Raise Dead
Royal Assassin
Sacrifice
Scathe Zombies
Scavenging Ghoul
Sengir Vampire
Simulacrum
Sorceress Queen
Terror
Unholy Strength
Wall of Bone
Warp Artifact
Weakness
Will-o'-the-Wisp
Zombie Master
Atog
Burrowing
Chaoslace
Disintegrate
Dragon Whelp
Dwarven Warriors
Dwarven Weaponsmith
Earth Elemental
Earthbind
Earthquake
Fire Elemental
Fireball
Firebreathing
Flashfires
Fork
Goblin Balloon Brigade
Goblin King
Granite Gargoyle
Gray Ogre
Hill Giant
Hurloon Minotaur
Keldon Warlord
Kird Ape
Lightning Bolt
Magnetic Mountain
Mana Flare
Manabarbs
Mijae Djinn
Mons's Goblin Raiders
Orcish Artillery
Orcish Oriflamme
Power Surge
Red Elemental Blast
Roc of Kher Ridges
Rock Hydra
Sedge Troll
Shatter
Shatterstorm
Shivan Dragon
Smoke
Stone Giant
Stone Rain
Tunnel
Uthden Troll
Wall of Fire
Wall of Stone
Wheel of Fortune
Aspect of Wolf
Birds of Paradise
Channel
Cockatrice
Craw Wurm
Crumble
Desert Twister
Elvish Archers
Fastbond
Fog
Force of Nature
Fungusaur
Gaea's Liege
Giant Growth
Giant Spider
Grizzly Bears
Hurricane
Instill Energy
Ironroot Treefolk
Kudzu
Ley Druid
Lifeforce
Lifelace
Living Artifact
Living Lands
Llanowar Elves
Lure
Regeneration
Regrowth
Scryb Sprites
Shanodin Dryads
Stream of Life
Thicket Basilisk
Timber Wolves
Titania's Song
Tranquility
Tsunami
Verduran Enchantress
Wall of Brambles
Wall of Ice
Wall of Wood
Wanderlust
War Mammoth
Web
Wild Growth
Aladdin's Lamp
Aladdin's Ring
Ankh of Mishra
Armageddon Clock
Basalt Monolith
Black Vise
Bottle of Suleiman
Brass Man
Celestial Prism
Clockwork Beast
Conservator
Crystal Rod
Dancing Scimitar
Dingus Egg
Disrupting Scepter
Dragon Engine
Ebony Horse
Flying Carpet
Glasses of Urza
Helm of Chatzuk
Howling Mine
Iron Star
Ivory Cup
Ivory Tower
Jade Monolith
Jandor's Ring
Jandor's Saddlebags
Jayemdae Tome
Juggernaut
Kormus Bell
Library of Leng
Living Wall
Mana Vault
Meekstone
Millstone
Mishra's War Machine
Nevinyrral's Disk
Obsianus Golem
Onulet
Ornithopter
Primal Clay
Rocket Launcher
Rod of Ruin
Sol Ring
Soul Net
Sunglasses of Urza
The Hive
The Rack
Throne of Bone
Winter Orb
Wooden Sphere
Badlands
Bayou
Plateau
Savannah
Scrubland
Taiga
Tropical Island
Tundra
Underground Sea
Volcanic Island
Plains
Plains
Plains
Island
Island
Island
Swamp
Swamp
Swamp
Mountain
Mountain
Mountain
Forest
Forest
Forest
Alabaster Potion
Amrou Kithkin
Angry Mob
Animate Wall
Armageddon
Balance
Benalish Hero
Black Ward
Blessing
Blue Ward
Brainwash
Castle
Circle of Protection: Artifacts
Circle of Protection: Black
Circle of Protection: Blue
Circle of Protection: Green
Circle of Protection: Red
Circle of Protection: White
Conversion
Crusade
Death Ward
Disenchant
Divine Transformation
Elder Land Wurm
Eye for an Eye
Fortified Area
Green Ward
Healing Salve
Holy Armor
Holy Strength
Island Sanctuary
Karma
Kismet
Land Tax
Mesa Pegasus
Morale
Northern Paladin
Osai Vultures
Pearled Unicorn
Personal Incarnation
Piety
Pikemen
Purelace
Red Ward
Reverse Damage
Righteousness
Samite Healer
Savannah Lions
Seeker
Serra Angel
Spirit Link
Swords to Plowshares
Tundra Wolves
Visions
Wall of Swords
White Knight
White Ward
Wrath of God
Air Elemental
Animate Artifact
Apprentice Wizard
Backfire
Blue Elemental Blast
Control Magic
Counterspell
Creature Bond
Drain Power
Energy Flux
Energy Tap
Erosion
Feedback
Flight
Flood
Gaseous Form
Ghost Ship
Giant Tortoise
Hurkyl's Recall
Island Fish Jasconius
Jump
Leviathan
Lifetap
Lord of Atlantis
Magical Hack
Mahamoti Djinn
Mana Short
Merfolk of the Pearl Trident
Mind Bomb
Phantasmal Forces
Phantasmal Terrain
Phantom Monster
Pirate Ship
Power Leak
Power Sink
Prodigal Sorcerer
Psionic Entity
Psychic Venom
Relic Bind
Sea Serpent
Segovian Leviathan
Sindbad
Siren's Call
Sleight of Mind
Spell Blast
Stasis
Steal Artifact
Sunken City
Thoughtlace
Time Elemental
Twiddle
Unstable Mutation
Unsummon
Volcanic Eruption
Wall of Air
Wall of Water
Water Elemental
Zephyr Falcon
Abomination
Animate Dead
Ashes to Ashes
Bad Moon
Black Knight
Blight
Bog Imp
Bog Wraith
Carrion Ants
Cosmic Horror
Cursed Land
Cyclopean Mummy
Dark Ritual
Deathgrip
Deathlace
Drain Life
Drudge Skeletons
El-Hajjâj
Erg Raiders
Evil Presence
Fear
Frozen Shade
Gloom
Greed
Howl from Beyond
Hypnotic Specter
Junún Efreet
Lord of the Pit
Lost Soul
Marsh Gas
Mind Twist
Murk Dwellers
Nether Shadow
Nightmare
Paralyze
Pestilence
Pit Scorpion
Plague Rats
Rag Man
Raise Dead
Royal Assassin
Scathe Zombies
Scavenging Ghoul
Sengir Vampire
Simulacrum
Sorceress Queen
Spirit Shackle
Terror
Uncle Istvan
Unholy Strength
Vampire Bats
Wall of Bone
Warp Artifact
Weakness
Will-o'-the-Wisp
Word of Binding
Xenic Poltergeist
Zombie Master
Ali Baba
Ball Lightning
Bird Maiden
Blood Lust
Brothers of Fire
Burrowing
Cave People
Chaoslace
Crimson Manticore
Detonate
Disintegrate
Dragon Whelp
Dwarven Warriors
Earth Elemental
Earthquake
Eternal Warrior
Fire Elemental
Fireball
Firebreathing
Fissure
Flashfires
Giant Strength
Goblin Balloon Brigade
Goblin King
Goblin Rock Sled
Gray Ogre
Hill Giant
Hurloon Minotaur
Hurr Jackal
Immolation
Inferno
Ironclaw Orcs
Keldon Warlord
Lightning Bolt
Magnetic Mountain
Mana Clash
Mana Flare
Manabarbs
Mons's Goblin Raiders
Orcish Artillery
Orcish Oriflamme
Power Surge
Pyrotechnics
Red Elemental Blast
Shatter
Shivan Dragon
Sisters of the Flame
Smoke
Stone Giant
Stone Rain
Tempest Efreet
The Brute
Tunnel
Uthden Troll
Wall of Dust
Wall of Fire
Wall of Stone
Winds of Change
Aspect of Wolf
Birds of Paradise
Carnivorous Plant
Channel
Cockatrice
Craw Wurm
Crumble
Desert Twister
Durkwood Boars
Elven Riders
Elvish Archers
Fog
Force of Nature
Fungusaur
Gaea's Liege
